,area_type,availability,total_sqft,bath,price,bhk
12382,Super built-up  Area,0.0,525.0,1.0,30.0,1.0
12383,Super built-up  Area,0.0,1295.0,2.0,64.5,2.0
12384,Super built-up  Area,1.0,1020.0,2.0,45.75,2.0
12385,Super built-up  Area,0.0,3504.0,4.0,262.0,4.0
12386,Plot  Area,1.0,1200.0,1.0,50.0,2.0
12387,Super built-up  Area,1.0,1100.0,2.0,41.0,2.0
12388,Plot  Area,0.0,4723.0,4.0,500.0,4.0
12389,Super built-up  Area,1.0,820.0,2.0,37.0,2.0
12390,Plot  Area,1.0,3508.0,4.0,386.0,4.0
12391,Plot  Area,1.0,3700.0,4.0,400.0,4.0
12392,Super built-up  Area,1.0,1354.0,2.0,70.0,2.0
12393,Super built-up  Area,1.0,2453.0,3.0,250.0,4.0
12394,Super built-up  Area,1.0,1154.0,2.0,51.8,2.0
12395,Super built-up  Area,1.0,1680.0,2.0,92.0,3.0
12396,Super built-up  Area,0.0,1205.0,2.0,60.0,2.0
12397,Built-up  Area,1.0,1400.0,2.0,86.0,3.0
12398,Carpet  Area,1.0,1625.0,3.0,150.0,3.0
12399,Built-up  Area,1.0,1500.0,3.0,73.0,3.0
12400,Super built-up  Area,1.0,1520.0,2.0,80.0,3.0
12401,Built-up  Area,1.0,1300.0,3.0,65.0,2.0
12402,Super built-up  Area,1.0,1150.0,2.0,47.0,2.0
12403,Super built-up  Area,0.0,1762.0,3.0,109.0,3.0
12404,Super built-up  Area,1.0,1153.0,2.0,58.0,2.0
12405,Super built-up  Area,1.0,2650.0,4.0,223.0,4.0
12406,Super built-up  Area,1.0,1350.0,2.0,47.0,3.0
12407,Super built-up  Area,1.0,950.0,2.0,56.0,2.0
12408,Super built-up  Area,1.0,3295.0,3.0,310.0,3.0
12409,Super built-up  Area,1.0,1515.0,3.0,80.5,3.0
12410,Super built-up  Area,1.0,1100.0,2.0,30.0,2.0
12411,Super built-up  Area,1.0,1250.0,2.0,65.0,2.0
12412,Built-up  Area,1.0,1200.0,2.0,120.0,2.0
12413,Super built-up  Area,1.0,2500.0,8.0,95.0,7.0
12414,Plot  Area,1.0,1200.0,4.0,100.0,4.0
12415,Super built-up  Area,1.0,1355.0,2.0,51.5,3.0
12416,Super built-up  Area,0.0,1115.0,3.0,39.14,3.0
12417,Super built-up  Area,0.0,1275.0,3.0,45.0,3.0
12418,Super built-up  Area,0.0,2051.0,3.0,170.0,3.0
12419,Super built-up  Area,1.0,1470.0,2.0,99.0,3.0
12420,Super built-up  Area,1.0,1550.0,2.0,70.0,3.0
12421,Built-up  Area,1.0,1270.0,2.0,73.0,3.0
12422,Super built-up  Area,0.0,2119.0,4.0,111.0,4.0
12423,Super built-up  Area,1.0,1600.0,3.0,170.0,3.0
12424,Super built-up  Area,1.0,1320.0,2.0,50.0,3.0
12425,Super built-up  Area,1.0,2505.0,3.0,165.0,3.0
12426,Super built-up  Area,1.0,1410.0,2.0,54.0,3.0
12427,Super built-up  Area,1.0,1200.0,2.0,70.0,2.0
12428,Super built-up  Area,0.0,1705.0,2.0,86.96,3.0
12429,Super built-up  Area,1.0,995.0,2.0,48.0,2.0
12430,Built-up  Area,1.0,1081.0,2.0,52.0,2.0
12431,Super built-up  Area,1.0,1194.0,2.0,46.0,2.0
12432,Super built-up  Area,0.0,605.0,1.0,30.24,1.0
12433,Built-up  Area,1.0,567.0,1.0,25.0,1.0
12434,Super built-up  Area,1.0,1718.0,3.0,275.0,2.0
12435,Super built-up  Area,0.0,1410.5,2.0,70.385,3.0
12436,Plot  Area,1.0,600.0,5.0,135.0,3.0
12437,Super built-up  Area,1.0,1715.0,3.0,105.0,3.0
12438,Plot  Area,1.0,3206.0,5.0,270.0,4.0
12439,Plot  Area,1.0,1500.0,4.0,235.0,4.0
12440,Super built-up  Area,1.0,1846.0,3.0,120.0,3.0
12441,Plot  Area,1.0,600.0,3.0,90.0,3.0
12442,Super built-up  Area,1.0,1015.0,2.0,56.0,2.0
12443,Plot  Area,1.0,4350.0,8.0,2600.0,4.0
12444,Super built-up  Area,1.0,1100.0,2.0,36.0,2.0
12445,Super built-up  Area,1.0,1965.0,4.0,125.0,3.0
12446,Super built-up  Area,1.0,1021.0,2.0,45.9,2.0
12447,Super built-up  Area,0.0,1230.0,2.0,67.65,2.0
12448,Super built-up  Area,1.0,1260.0,2.0,55.0,2.0
12449,Plot  Area,1.0,2400.0,4.0,700.0,4.0
12450,Super built-up  Area,1.0,1894.0,4.0,114.0,3.0
12451,Plot  Area,1.0,1500.0,4.0,233.0,6.0
12452,Super built-up  Area,0.0,1950.0,3.0,131.0,3.0
12453,Super built-up  Area,1.0,1231.0,2.0,66.0,2.0
12454,Super built-up  Area,1.0,1236.0,2.0,58.0,2.0
12455,Built-up  Area,1.0,1800.0,3.0,120.0,4.0
12456,Super built-up  Area,1.0,1650.0,3.0,135.0,3.0
12457,Plot  Area,1.0,750.0,3.0,88.0,5.0
12458,Super built-up  Area,1.0,1443.0,2.0,70.0,3.0
12459,Plot  Area,1.0,886.0,4.0,120.0,4.0
12460,Super built-up  Area,1.0,925.0,2.0,68.0,2.0
12461,Super built-up  Area,0.0,1305.0,3.0,33.28,3.0
12462,Super built-up  Area,1.0,1190.0,2.0,46.41,2.0
12463,Super built-up  Area,1.0,1284.0,2.0,53.36,2.0
12464,Plot  Area,1.0,350.0,3.0,45.0,4.0
12465,Plot  Area,1.0,875.0,3.0,115.0,3.0
12466,Built-up  Area,1.0,1325.0,2.0,59.0,2.0
12467,Plot  Area,1.0,2400.0,5.0,750.0,6.0
12468,Super built-up  Area,0.0,1183.0,2.0,79.54,2.0
12469,Built-up  Area,1.0,1750.0,3.0,100.0,3.0
12470,Super built-up  Area,1.0,16335.0,4.0,149.0,4.0
12471,Super built-up  Area,1.0,747.0,1.0,27.0,1.0
12472,Super built-up  Area,1.0,1342.0,2.0,90.0,2.0
12473,Super built-up  Area,1.0,1113.0,2.0,52.0,2.0
12474,Super built-up  Area,1.0,1738.0,3.0,110.0,3.0
12475,Super built-up  Area,1.0,1206.0,2.0,90.0,2.0
12476,Super built-up  Area,0.0,2790.0,4.0,198.0,4.0
12477,Super built-up  Area,0.0,1162.0,2.0,59.0,2.0
12478,Super built-up  Area,1.0,1194.0,2.0,46.0,2.0
12479,Built-up  Area,1.0,1857.0,4.0,155.0,3.0
12480,Built-up  Area,1.0,3500.0,6.0,115.0,6.0
12481,Super built-up  Area,1.0,1763.0,3.0,240.0,2.0
12482,Super built-up  Area,1.0,1150.0,2.0,45.99,2.0
12483,Plot  Area,1.0,2400.0,5.0,550.0,4.0
12484,Super built-up  Area,1.0,1290.0,2.0,72.0,2.0
12485,Built-up  Area,1.0,3408.0,5.0,145.0,4.0
12486,Built-up  Area,1.0,900.0,2.0,145.0,2.0
12487,Built-up  Area,1.0,1150.0,2.0,70.0,2.0
12488,Plot  Area,1.0,1040.0,2.0,109.0,3.0
12489,Super built-up  Area,1.0,1160.0,2.0,64.08,2.0
12490,Super built-up  Area,1.0,900.0,2.0,27.0,2.0
12491,Plot  Area,1.0,1750.0,3.0,185.0,4.0
12492,Built-up  Area,0.0,1320.0,2.0,38.12,3.0
12493,Super built-up  Area,1.0,2240.0,4.0,160.0,4.0
12494,Super built-up  Area,1.0,891.0,2.0,26.0,2.0
12495,Plot  Area,1.0,1000.0,4.0,80.0,5.0
12496,Super built-up  Area,1.0,1852.0,3.0,125.0,3.0
12497,Super built-up  Area,1.0,1323.0,2.0,42.0,3.0
12498,Super built-up  Area,1.0,1404.0,2.0,67.5,2.0
12499,Built-up  Area,1.0,1370.0,2.0,60.0,2.0
12500,Super built-up  Area,1.0,1385.0,2.0,48.48,3.0
12501,Super built-up  Area,1.0,1129.0,2.0,50.0,2.0
12502,Super built-up  Area,1.0,1876.0,3.0,150.0,3.0
12503,Super built-up  Area,1.0,1720.0,3.0,95.0,3.0
12504,Plot  Area,1.0,1200.0,4.0,80.0,4.0
12505,Super built-up  Area,1.0,1175.0,2.0,86.68,2.0
12506,Super built-up  Area,1.0,500.0,1.0,51.0,1.0
12507,Plot  Area,1.0,1200.0,5.0,85.0,5.0
12508,Built-up  Area,1.0,1200.0,1.0,295.0,1.0
12509,Super built-up  Area,0.0,1893.0,3.0,130.0,3.0
12510,Super built-up  Area,1.0,1430.0,3.0,52.0,3.0
12511,Built-up  Area,1.0,850.0,2.0,45.0,2.0
12512,Super built-up  Area,0.0,1392.0,2.0,110.0,2.0
12513,Super built-up  Area,0.0,1938.0,3.0,105.0,3.0
12514,Super built-up  Area,0.0,1020.0,2.0,52.0,2.0
12515,Plot  Area,1.0,2400.0,2.0,360.0,3.0
12516,Super built-up  Area,1.0,1832.0,3.0,160.0,3.0
12517,Super built-up  Area,1.0,1423.0,2.0,85.0,3.0
12518,Super built-up  Area,1.0,1432.0,2.0,85.0,2.0
12519,Plot  Area,1.0,1350.0,4.0,235.0,4.0
12520,Plot  Area,1.0,1500.0,6.0,270.0,8.0
12521,Super built-up  Area,1.0,1480.0,3.0,65.0,3.0
12522,Super built-up  Area,1.0,1843.0,3.0,96.2,3.0
12523,Plot  Area,1.0,760.0,4.0,95.0,3.0
12524,Super built-up  Area,0.0,1916.0,2.0,150.0,3.0
12525,Super built-up  Area,1.0,1255.0,2.0,55.5,2.0
12526,Super built-up  Area,1.0,1160.0,2.0,44.08,2.0
12527,Super built-up  Area,0.0,2640.0,2.0,170.0,2.0
12528,Super built-up  Area,1.0,1160.0,2.0,53.0,2.0
12529,Built-up  Area,1.0,1200.0,2.0,80.0,2.0
12530,Super built-up  Area,1.0,1100.0,2.0,44.0,2.0
12531,Carpet  Area,1.0,1500.0,3.0,100.0,3.0
12532,Super built-up  Area,0.0,1336.0,2.0,50.35,3.0
12533,Built-up  Area,1.0,1065.0,2.0,46.0,2.0
12534,Super built-up  Area,1.0,1294.0,2.0,115.0,2.0
12535,Super built-up  Area,1.0,1550.0,3.0,68.5,3.0
12536,Super built-up  Area,0.0,1216.0,2.0,75.0,2.0
12537,Super built-up  Area,1.0,1005.0,2.0,40.0,2.0
12538,Super built-up  Area,1.0,1430.0,2.0,102.0,3.0
12539,Super built-up  Area,0.0,4100.0,4.0,660.0,4.0
12540,Super built-up  Area,0.0,1660.0,3.0,125.0,3.0
12541,Super built-up  Area,1.0,1430.0,2.0,56.0,3.0
12542,Super built-up  Area,1.0,1470.0,2.0,75.0,3.0
12543,Super built-up  Area,1.0,1045.0,2.0,76.77,2.0
12544,Super built-up  Area,1.0,4225.0,6.0,359.0,4.0
12545,Built-up  Area,1.0,950.0,2.0,30.0,2.0
12546,Super built-up  Area,1.0,1382.0,3.0,65.0,3.0
12547,Super built-up  Area,1.0,930.0,2.0,46.0,2.0
12548,Super built-up  Area,1.0,1660.0,2.0,116.0,3.0
12549,Super built-up  Area,1.0,1290.0,2.0,71.95,2.0
12550,Built-up  Area,1.0,1010.0,2.0,45.0,3.0
12551,Built-up  Area,1.0,3050.0,4.0,130.0,4.0
12552,Super built-up  Area,1.0,1200.0,2.0,71.0,2.0
12553,Built-up  Area,1.0,1650.0,3.0,140.0,3.0
12554,Super built-up  Area,1.0,1636.0,3.0,88.0,3.0
12555,Super built-up  Area,1.0,2367.0,3.0,320.0,3.0
12556,Super built-up  Area,1.0,1153.0,2.0,56.55,2.0
12557,Super built-up  Area,1.0,208701.0,4.0,160.0,3.0
12558,Super built-up  Area,1.0,1200.0,2.0,47.0,2.0
12559,Super built-up  Area,1.0,1844.0,3.0,89.0,3.0
12560,Super built-up  Area,0.0,14284.0,3.0,110.0,3.0
12561,Super built-up  Area,1.0,1215.0,2.0,43.75,2.0
12562,Super built-up  Area,0.0,1194.0,2.0,57.0,2.0
12563,Built-up  Area,1.0,1220.0,2.0,52.0,2.0
12564,Built-up  Area,1.0,3150.0,4.0,150.0,4.0
12565,Super built-up  Area,0.0,525.0,1.0,26.0,1.0
12566,Super built-up  Area,0.0,955.0,2.0,37.97,2.0
12567,Built-up  Area,1.0,2000.0,5.0,75.0,5.0
12568,Super built-up  Area,0.0,884.0,2.0,48.0,2.0
12569,Super built-up  Area,1.0,1250.0,2.0,68.75,2.0
12570,Super built-up  Area,1.0,7000.0,2.0,135.0,2.0
12571,Plot  Area,1.0,2400.0,4.0,300.0,3.0
12572,Super built-up  Area,1.0,2990.0,4.0,225.0,4.0
12573,Super built-up  Area,1.0,1195.0,2.0,52.0,2.0
12574,Super built-up  Area,1.0,2559.0,1.0,55.0,1.0
12575,Built-up  Area,0.0,1200.0,2.0,33.0,2.0
12576,Super built-up  Area,0.0,984.0,2.0,45.75,2.0
12577,Super built-up  Area,1.0,1089.0,2.0,40.0,2.0
12578,Super built-up  Area,0.0,1165.0,2.0,52.0,2.0
12579,Super built-up  Area,1.0,410.0,1.0,10.0,1.0
12580,Super built-up  Area,0.0,1482.0,3.0,110.0,3.0
12581,Built-up  Area,1.0,1200.0,2.0,68.0,2.0
12582,Super built-up  Area,0.0,1938.0,3.0,113.0,3.0
12583,Super built-up  Area,0.0,1166.0,2.0,34.97,3.0
12584,Super built-up  Area,1.0,1275.0,2.0,55.46,3.0
12585,Super built-up  Area,1.0,1140.0,2.0,43.0,2.0
12586,Plot  Area,1.0,3734.0,5.0,430.0,4.0
12587,Super built-up  Area,1.0,720.0,1.0,28.0,1.0
12588,Plot  Area,0.0,1200.0,3.0,228.0,3.0
12589,Built-up  Area,1.0,1100.0,2.0,90.0,2.0
12590,Super built-up  Area,1.0,1162.0,2.0,98.77,2.0
12591,Built-up  Area,1.0,540.0,1.0,35.0,1.0
12592,Super built-up  Area,1.0,1550.0,2.0,73.5,3.0
12593,Plot  Area,1.0,1300.0,3.0,145.0,3.0
12594,Plot  Area,1.0,1200.0,5.0,130.0,5.0
12595,Super built-up  Area,1.0,1220.0,2.0,60.0,2.0
12596,Super built-up  Area,1.0,964.0,2.0,62.0,2.0
12597,Built-up  Area,0.0,1500.0,3.0,50.0,3.0
12598,Super built-up  Area,1.0,1347.0,2.0,44.0,3.0
12599,Super built-up  Area,1.0,5000.0,5.0,250.0,4.0
12600,Built-up  Area,1.0,3000.0,4.0,140.0,4.0
12601,Super built-up  Area,0.0,1120.0,2.0,42.5,2.0
12602,Super built-up  Area,1.0,600.0,1.0,22.8,1.0
12603,Super built-up  Area,0.0,2321.0,4.0,157.0,3.0
12604,Super built-up  Area,1.0,540.0,1.0,24.0,1.0
12605,Built-up  Area,1.0,1150.0,2.0,57.0,2.0
12606,Built-up  Area,1.0,1484.0,3.0,75.0,3.0
12607,Super built-up  Area,1.0,1680.0,2.0,68.0,3.0
12608,Super built-up  Area,1.0,620.0,2.0,23.0,2.0
12609,Super built-up  Area,1.0,1650.0,3.0,78.0,3.0
12610,Super built-up  Area,0.0,1250.0,3.0,44.0,3.0
12611,Super built-up  Area,0.0,2072.0,3.0,108.0,3.0
12612,Super built-up  Area,1.0,1105.0,2.0,40.0,2.0
12613,Super built-up  Area,1.0,1200.0,2.0,60.5,2.0
12614,Built-up  Area,1.0,3100.0,7.0,145.0,7.0
12615,Plot  Area,1.0,4007.0,4.0,530.0,4.0
12616,Super built-up  Area,1.0,550.0,2.0,16.0,2.0
12617,Super built-up  Area,1.0,1340.0,2.0,53.6,3.0
12618,Super built-up  Area,1.0,2409.0,3.0,395.0,3.0
12619,Super built-up  Area,1.0,1194.0,2.0,46.0,2.0
12620,Super built-up  Area,1.0,1246.0,2.0,65.0,2.0
12621,Built-up  Area,1.0,1055.0,2.0,75.0,2.0
12622,Super built-up  Area,0.0,1541.0,3.0,69.61,3.0
12623,Built-up  Area,1.0,1370.0,2.0,88.0,2.0
12624,Super built-up  Area,1.0,1224.0,2.0,75.0,2.0
12625,Plot  Area,1.0,650.0,2.0,58.0,4.0
12626,Built-up  Area,1.0,883.0,2.0,39.0,2.0
12627,Super built-up  Area,1.0,1676.0,3.0,92.13,3.0
12628,Built-up  Area,1.0,1154.0,2.0,57.0,2.0
12629,Super built-up  Area,1.0,1610.0,3.0,78.5,3.0
12630,Super built-up  Area,1.0,1057.0,2.0,42.0,2.0
12631,Super built-up  Area,0.0,1157.0,2.0,65.0,2.0
12632,Plot  Area,0.0,1200.0,4.0,85.0,4.0
12633,Plot  Area,1.0,1500.0,7.0,130.0,7.0
12634,Super built-up  Area,1.0,980.0,2.0,35.0,2.0
12635,Super built-up  Area,1.0,1140.0,2.0,40.0,2.0
12636,Super built-up  Area,1.0,1206.0,2.0,40.7,2.0
12637,Built-up  Area,1.0,575.0,1.0,16.75,1.0
12638,Super built-up  Area,1.0,1600.0,3.0,170.0,3.0
12639,Plot  Area,1.0,2400.0,4.0,500.0,4.0
12640,Super built-up  Area,1.0,1300.0,2.0,52.0,3.0
12641,Super built-up  Area,0.0,1270.0,2.0,35.56,3.0
12642,Super built-up  Area,0.0,1128.0,2.0,63.5,2.0
12643,Super built-up  Area,1.0,640.0,1.0,45.0,1.0
12644,Super built-up  Area,1.0,2400.0,3.0,185.0,3.0
12645,Plot  Area,1.0,1200.0,2.0,66.0,3.0
12646,Super built-up  Area,1.0,1090.0,2.0,38.15,2.0
12647,Super built-up  Area,1.0,589.0,1.0,29.0,1.0
12648,Super built-up  Area,0.0,1125.0,2.0,28.13,2.0
12649,Super built-up  Area,1.0,1140.0,2.0,50.66,2.0
12650,Plot  Area,1.0,3150.0,4.0,500.0,4.0
12651,Super built-up  Area,1.0,1315.0,2.0,74.0,2.0
12652,Plot  Area,1.0,300.0,2.0,150.0,2.0
12653,Super built-up  Area,1.0,1435.0,2.0,115.0,3.0
12654,Super built-up  Area,1.0,1092.0,2.0,44.0,2.0
12655,Super built-up  Area,0.0,1314.0,2.0,80.0,2.0
12656,Super built-up  Area,1.0,1260.0,2.0,100.0,2.0
12657,Plot  Area,1.0,1875.0,5.0,192.0,7.0
12658,Super built-up  Area,1.0,1080.0,2.0,49.0,2.0
12659,Built-up  Area,1.0,4000.0,8.0,160.0,8.0
12660,Super built-up  Area,0.0,1082.0,2.0,45.0,3.0
12661,Super built-up  Area,1.0,1150.0,3.0,65.0,3.0
12662,Super built-up  Area,0.0,1052.0,2.0,34.72,2.0
12663,Super built-up  Area,1.0,1045.0,2.0,45.0,2.0
12664,Built-up  Area,1.0,1442.0,3.0,80.0,3.0
12665,Super built-up  Area,1.0,1500.0,2.0,75.0,3.0
12666,Super built-up  Area,1.0,497.0,1.0,20.0,2.0
12667,Super built-up  Area,1.0,1255.0,2.0,53.57,2.0
12668,Super built-up  Area,0.0,1432.0,3.0,79.0,3.0
12669,Built-up  Area,1.0,2100.0,3.0,150.0,3.0
12670,Built-up  Area,1.0,1450.0,2.0,80.0,2.0
12671,Super built-up  Area,0.0,1346.0,2.0,69.61,2.0
12672,Super built-up  Area,1.0,1200.0,2.0,29.0,2.0
12673,Super built-up  Area,1.0,925.0,2.0,49.82,3.0
12674,Super built-up  Area,1.0,1160.0,2.0,49.0,2.0
12675,Super built-up  Area,0.0,1768.0,3.0,81.31,3.0
12676,Super built-up  Area,1.0,1094.0,2.0,54.0,2.0
12677,Super built-up  Area,1.0,1500.0,3.0,90.0,3.0
12678,Built-up  Area,1.0,1745.0,3.0,130.0,3.0
12679,Built-up  Area,1.0,2875.0,7.0,85.0,7.0
12680,Super built-up  Area,1.0,3500.0,3.0,425.0,4.0
12681,Super built-up  Area,1.0,1550.0,3.0,50.0,3.0
12682,Super built-up  Area,1.0,2340.0,5.0,160.0,4.0
12683,Super built-up  Area,0.0,1655.0,3.0,113.0,3.0
12684,Super built-up  Area,0.0,2024.0,3.0,103.0,3.0
12685,Built-up  Area,1.0,3100.0,5.0,425.0,4.0
12686,Super built-up  Area,1.0,1575.0,4.0,100.0,3.0
12687,Super built-up  Area,0.0,1920.0,3.0,130.0,3.0
12688,Built-up  Area,1.0,6200.0,4.0,744.0,4.0
12689,Super built-up  Area,1.0,1082.0,2.0,55.0,3.0
12690,Super built-up  Area,1.0,1265.0,2.0,55.0,3.0
12691,Super built-up  Area,1.0,1100.0,2.0,45.0,3.0
12692,Plot  Area,1.0,1160.0,2.0,65.0,2.0
12693,Super built-up  Area,1.0,1246.0,2.0,67.4,2.0
12694,Super built-up  Area,0.0,615.0,1.0,43.08,1.0
12695,Super built-up  Area,1.0,1128.0,2.0,60.0,2.0
12696,Super built-up  Area,1.0,1260.0,2.0,55.0,2.0
12697,Super built-up  Area,1.0,1830.0,3.0,89.89,3.0
12698,Super built-up  Area,1.0,1525.0,2.0,68.0,3.0
12699,Super built-up  Area,0.0,602.0,2.0,30.0,1.0
12700,Built-up  Area,1.0,3000.0,4.0,400.0,7.0
12701,Super built-up  Area,1.0,1835.0,3.0,89.0,3.0
12702,Built-up  Area,1.0,1250.0,3.0,62.6,3.0
12703,Plot  Area,1.0,1200.0,4.0,110.0,4.0
12704,Super built-up  Area,1.0,1855.0,3.0,96.0,3.0
12705,Super built-up  Area,1.0,1450.0,3.0,60.91,3.0
12706,Super built-up  Area,1.0,2089.0,3.0,148.0,3.0
12707,Super built-up  Area,1.0,1464.0,3.0,56.0,3.0
12708,Plot  Area,1.0,4800.0,3.0,200.0,4.0
12709,Built-up  Area,1.0,1200.0,2.0,44.73,2.0
12710,Super built-up  Area,1.0,1095.0,2.0,45.0,2.0
12711,Plot  Area,1.0,2900.0,3.0,297.0,3.0
12712,Super built-up  Area,1.0,2500.0,3.0,345.0,3.0
12713,Built-up  Area,1.0,1170.0,3.0,80.0,3.0
12714,Super built-up  Area,1.0,1280.0,2.0,88.0,2.0
12715,Super built-up  Area,0.0,1224.0,2.0,105.0,2.0
12716,Built-up  Area,1.0,1694.0,3.0,125.0,3.0
12717,Super built-up  Area,1.0,825.0,2.0,30.0,2.0
12718,Super built-up  Area,1.0,1612.0,3.0,98.38,3.0
12719,Super built-up  Area,0.0,985.0,2.0,25.12,2.0
12720,Super built-up  Area,1.0,1175.0,2.0,75.0,2.0
12721,Plot  Area,1.0,600.0,1.0,24.0,1.0
12722,Built-up  Area,1.0,1740.0,3.0,85.0,3.0
12723,Super built-up  Area,1.0,1770.0,3.0,99.0,3.0
12724,Plot  Area,1.0,1000.0,7.0,260.0,8.0
12725,Super built-up  Area,0.0,1090.0,2.0,46.0,2.0
12726,Plot  Area,1.0,2295.0,3.0,650.0,6.0
12727,Built-up  Area,1.0,4144.0,5.0,331.0,5.0
12728,Super built-up  Area,1.0,1800.0,3.0,130.0,3.0
12729,Super built-up  Area,1.0,1221.0,3.0,65.0,3.0
12730,Super built-up  Area,0.0,1046.0,2.0,48.0,2.0
12731,Super built-up  Area,1.0,1290.0,2.0,56.12,3.0
12732,Built-up  Area,0.0,1065.0,2.0,30.76,2.0
12733,Super built-up  Area,1.0,1850.0,4.0,121.0,3.0
12734,Super built-up  Area,1.0,1097.0,2.0,49.0,2.0
12735,Super built-up  Area,1.0,1200.0,3.0,70.0,2.0
12736,Super built-up  Area,1.0,2160.0,3.0,170.0,3.0
12737,Super built-up  Area,0.0,1140.0,2.0,52.0,2.0
12738,Super built-up  Area,1.0,1297.0,2.0,98.0,2.0
12739,Super built-up  Area,1.0,1150.0,2.0,50.0,2.0
12740,Super built-up  Area,1.0,1375.0,2.0,45.0,2.0
12741,Super built-up  Area,1.0,1245.0,2.0,58.0,2.0
12742,Super built-up  Area,0.0,4750.0,6.0,948.0,4.0
12743,Built-up  Area,1.0,1800.0,3.0,180.0,4.0
12744,Super built-up  Area,1.0,1594.0,3.0,140.0,3.0
12745,Plot  Area,1.0,1200.0,2.0,66.0,3.0
12746,Super built-up  Area,0.0,645.0,1.0,16.45,1.0
12747,Super built-up  Area,0.0,700.0,2.0,36.0,2.0
12748,Built-up  Area,1.0,2500.0,4.0,650.0,5.0
12749,Built-up  Area,1.0,1000.0,2.0,50.0,2.0
12750,Plot  Area,1.0,4000.0,5.0,540.0,6.0
12751,Super built-up  Area,1.0,1160.0,2.0,42.0,2.0
12752,Plot  Area,1.0,1200.0,6.0,85.0,6.0
12753,Plot  Area,1.0,600.0,3.0,140.0,5.0
12754,Super built-up  Area,1.0,1570.0,2.0,95.0,3.0
12755,Super built-up  Area,1.0,1290.0,2.0,88.0,2.0
12756,Super built-up  Area,1.0,1200.0,2.0,44.4,2.0
12757,Super built-up  Area,0.0,277729.0,5.0,649.0,3.0
12758,Super built-up  Area,1.0,2250.0,3.0,180.0,3.0
12759,Built-up  Area,1.0,1270.0,2.0,172.0,2.0
12760,Super built-up  Area,1.0,1145.0,2.0,44.0,2.0
12761,Super built-up  Area,1.0,1320.0,2.0,46.0,3.0
12762,Built-up  Area,0.0,1065.0,2.0,30.75,2.0
12763,Built-up  Area,0.0,1650.0,3.0,48.0,3.0
12764,Super built-up  Area,0.0,1371.0,2.0,86.0,2.0
12765,Built-up  Area,1.0,2700.0,5.0,150.0,5.0
12766,Super built-up  Area,1.0,1575.0,3.0,94.5,3.0
12767,Super built-up  Area,0.0,1362.0,2.0,66.0,2.0
12768,Built-up  Area,0.0,3210.0,,353.0,5.0
12769,Super built-up  Area,1.0,1255.0,3.0,90.0,3.0
12770,Super built-up  Area,1.0,925.0,2.0,35.0,2.0
12771,Super built-up  Area,0.0,1088.0,2.0,30.46,2.0
12772,Super built-up  Area,1.0,1234.0,2.0,80.0,2.0
12773,Super built-up  Area,1.0,2140.0,3.0,139.0,3.0
12774,Super built-up  Area,1.0,1584.0,3.0,101.0,3.0
12775,Super built-up  Area,1.0,1175.0,2.0,50.0,2.0
12776,Super built-up  Area,1.0,1555.0,3.0,52.0,3.0
12777,Super built-up  Area,0.0,645.0,1.0,16.45,1.0
12778,Super built-up  Area,1.0,1585.0,2.0,79.0,3.0
12779,Super built-up  Area,1.0,1354.0,2.0,71.0,2.0
12780,Super built-up  Area,0.0,1165.0,2.0,45.0,2.0
12781,Built-up  Area,1.0,1200.0,3.0,75.0,3.0
12782,Super built-up  Area,1.0,1740.0,2.0,137.0,3.0
12783,Plot  Area,1.0,1200.0,9.0,185.0,9.0
12784,Super built-up  Area,0.0,985.0,2.0,50.17,2.0
12785,Plot  Area,0.0,1200.0,2.0,36.0,2.0
12786,Plot  Area,1.0,600.0,4.0,70.0,3.0
12787,Super built-up  Area,1.0,1340.0,2.0,47.0,3.0
12788,Super built-up  Area,0.0,1583.0,3.0,95.23,3.0
12789,Plot  Area,1.0,1200.0,5.0,325.0,4.0
12790,Plot  Area,1.0,1200.0,1.0,180.0,2.0
12791,Super built-up  Area,0.0,1122.5,2.0,61.74,2.0
12792,Super built-up  Area,0.0,1573.0,3.0,100.0,3.0
12793,Super built-up  Area,0.0,1227.0,2.0,42.88,2.0
12794,Super built-up  Area,1.0,1210.0,2.0,60.0,2.0
12795,Super built-up  Area,0.0,1650.0,3.0,125.0,3.0
12796,Plot  Area,1.0,1000.0,4.0,300.0,5.0
12797,Super built-up  Area,1.0,1485.0,2.0,63.0,3.0
12798,Super built-up  Area,1.0,1735.0,3.0,97.0,3.0
12799,Super built-up  Area,1.0,1730.0,3.0,175.0,3.0
12800,Super built-up  Area,1.0,1684.0,3.0,86.0,3.0
12801,Super built-up  Area,1.0,1686.0,3.0,77.0,3.0
12802,Super built-up  Area,1.0,1654.0,3.0,82.0,3.0
12803,Built-up  Area,1.0,1600.0,3.0,105.0,3.0
12804,Built-up  Area,1.0,1100.0,2.0,39.9,2.0
12805,Super built-up  Area,1.0,1655.0,3.0,95.0,3.0
12806,Super built-up  Area,1.0,1830.0,3.0,121.0,3.0
12807,Super built-up  Area,0.0,1430.0,3.0,85.0,3.0
12808,Super built-up  Area,1.0,1989.0,4.0,155.0,3.0
12809,Super built-up  Area,1.0,1044.0,2.0,55.0,2.0
12810,Super built-up  Area,1.0,1426.0,3.0,85.0,3.0
12811,Super built-up  Area,1.0,1115.0,2.0,50.0,2.0
