,area_type,location,total_sqft,bath,price,bhk
9515,Super built-up  Area,other,825.0,2.0,40.0,1.0
9517,Built-up  Area,other,5000.0,5.0,600.0,4.0
9519,Plot  Area,other,4800.0,5.0,420.0,4.0
9520,Super built-up  Area,other,3400.0,3.0,400.0,3.0
9521,Plot  Area,other,600.0,1.0,33.0,1.0
9523,Built-up  Area,other,2600.0,3.0,147.0,3.0
9525,Built-up  Area,other,800.0,1.0,72.0,1.0
9527,Super built-up  Area,other,1225.0,2.0,82.0,3.0
9528,Super built-up  Area,other,655.0,1.0,27.0,1.0
9529,Super built-up  Area,other,1196.0,2.0,96.0,2.0
9530,Carpet  Area,other,927.0,2.0,50.0,2.0
9531,Super built-up  Area,other,600.0,1.0,18.0,1.0
9532,Carpet  Area,other,780.0,3.0,75.0,3.0
9534,Built-up  Area,other,2800.0,4.0,200.0,4.0
9537,Super built-up  Area,other,800.0,2.0,85.0,2.0
9538,Super built-up  Area,other,985.0,2.0,57.0,2.0
9539,Super built-up  Area,other,6000.0,12.0,150.0,11.0
9541,Plot  Area,other,600.0,2.0,80.0,2.0
9542,Built-up  Area,other,1503.0,2.0,93.0,3.0
9547,Built-up  Area,other,1768.0,3.0,95.0,3.0
9548,Super built-up  Area,other,3060.0,4.0,350.0,4.0
9549,Super built-up  Area,other,800.0,1.0,32.0,1.0
9551,Plot  Area,other,600.0,1.0,35.0,1.0
9552,Super built-up  Area,other,1010.0,2.0,55.0,2.0
9555,Built-up  Area,other,3978.0,4.0,428.0,4.0
9558,Super built-up  Area,other,2008.0,3.0,170.0,3.0
9559,Super built-up  Area,other,2095.0,3.0,142.0,3.0
9561,Built-up  Area,other,1600.0,2.0,88.0,3.0
9562,Plot  Area,other,1350.0,4.0,160.0,4.0
9563,Super built-up  Area,other,500.0,1.0,20.0,1.0
9564,Super built-up  Area,other,1280.0,2.0,100.0,3.0
9565,Built-up  Area,other,1650.0,3.0,110.0,3.0
9568,Plot  Area,other,1044.0,2.0,85.0,2.0
9570,Plot  Area,other,840.0,1.0,99.0,2.0
9573,Super built-up  Area,other,3870.0,4.0,411.0,4.0
9575,Super built-up  Area,other,1835.0,3.0,175.0,3.0
9578,Super built-up  Area,other,425.0,1.0,15.0,1.0
9581,Super built-up  Area,other,2380.0,4.0,242.0,4.0
9582,Plot  Area,other,900.0,1.0,70.0,2.0
9583,Super built-up  Area,other,1517.0,2.0,125.0,2.0
9585,Super built-up  Area,other,3602.0,4.0,280.0,4.0
9586,Built-up  Area,other,2159.0,3.0,120.0,3.0
9587,Plot  Area,other,1200.0,3.0,72.0,3.0
9588,Built-up  Area,other,1850.0,3.0,175.0,6.0
9589,Built-up  Area,other,510.0,1.0,34.0,1.0
9590,Super built-up  Area,other,1166.0,2.0,65.0,2.0
9591,Built-up  Area,other,2700.0,2.0,260.0,3.0
9592,Plot  Area,other,1350.0,2.0,175.0,3.0
9594,Built-up  Area,other,940.0,2.0,56.0,2.0
9597,Built-up  Area,other,1645.0,3.0,95.0,3.0
9599,Built-up  Area,other,1000.0,2.0,63.0,2.0
9601,Super built-up  Area,other,1998.0,3.0,117.0,3.0
9604,Super built-up  Area,other,1804.0,3.0,150.0,3.0
9605,Super built-up  Area,other,1350.0,3.0,81.0,3.0
9607,Super built-up  Area,other,3000.0,3.0,300.0,4.0
9611,Plot  Area,other,1200.0,4.0,110.0,4.0
9613,Super built-up  Area,other,1217.0,2.0,164.0,2.0
9616,Super built-up  Area,other,600.0,1.0,45.0,1.0
9617,Plot  Area,other,672.0,1.0,27.0,1.0
9618,Plot  Area,other,1280.0,3.0,87.0,3.0
9620,Super built-up  Area,other,1567.0,3.0,100.0,3.0
9621,Built-up  Area,other,2350.0,3.0,210.0,3.0
9624,Super built-up  Area,other,560.0,1.0,19.0,1.0
9626,Plot  Area,other,520.0,2.0,29.0,1.0
9627,Built-up  Area,other,1950.0,3.0,230.0,3.0
9628,Plot  Area,other,600.0,1.0,58.0,1.0
9629,Super built-up  Area,other,1000.0,1.0,19.0,1.0
9631,Plot  Area,other,375.0,1.0,40.0,1.0
9633,Plot  Area,other,1050.0,3.0,85.0,4.0
9634,Plot  Area,other,2000.0,2.0,120.0,3.0
9639,Super built-up  Area,other,1130.0,2.0,74.0,2.0
9640,Super built-up  Area,other,1407.0,2.0,83.87,2.0
9642,Plot  Area,other,1350.0,4.0,160.0,4.0
9643,Super built-up  Area,other,2375.0,3.0,260.0,4.0
9644,Super built-up  Area,other,1200.0,2.0,67.0,2.0
9645,Built-up  Area,other,1872.0,3.0,152.0,3.0
9646,Super built-up  Area,other,1400.0,3.0,90.0,3.0
9647,Plot  Area,other,812.0,1.0,26.0,1.0
9649,Super built-up  Area,other,600.0,2.0,35.0,1.0
9663,Built-up  Area,other,1800.0,4.0,115.0,3.0
9665,Super built-up  Area,other,1499.0,3.0,89.0,3.0
9668,Built-up  Area,other,1050.0,2.0,65.0,2.0
9669,Super built-up  Area,other,905.0,2.0,50.0,2.0
9673,Super built-up  Area,other,3155.0,3.0,315.0,3.0
9678,Super built-up  Area,other,1464.0,2.0,135.0,3.0
9680,Super built-up  Area,other,1200.0,2.0,75.0,2.0
9681,Super built-up  Area,other,1707.0,3.0,171.0,3.0
9682,Super built-up  Area,other,565.0,1.0,33.0,1.0
9683,Plot  Area,other,630.0,2.0,70.0,1.0
9684,Plot  Area,other,1000.0,2.0,55.0,2.0
9687,Plot  Area,other,2400.0,4.0,130.0,3.0
9689,Carpet  Area,other,1100.0,2.0,70.0,2.0
9690,Built-up  Area,other,420.0,1.0,23.5,1.0
9692,Super built-up  Area,other,1225.0,2.0,71.05,2.0
9693,Plot  Area,other,1350.0,4.0,90.0,4.0
9694,Super built-up  Area,other,1732.5,3.0,91.855,3.0
9695,Plot  Area,other,3760.0,2.0,280.0,2.0
9696,Super built-up  Area,other,3071.0,4.0,300.0,3.0
9701,Super built-up  Area,other,1620.0,3.0,95.0,3.0
9702,Built-up  Area,other,560.0,1.0,21.0,1.0
9705,Built-up  Area,other,2250.0,3.0,180.0,3.0
9707,Plot  Area,other,1350.0,2.0,45.0,1.0
9708,Super built-up  Area,other,1209.0,2.0,100.0,2.0
9709,Super built-up  Area,other,1500.0,3.0,95.0,3.0
9710,Super built-up  Area,other,1000.0,2.0,60.0,2.0
9712,Plot  Area,other,1200.0,4.0,130.0,4.0
9713,Built-up  Area,other,2250.0,3.0,199.0,3.0
9714,Super built-up  Area,other,3700.0,4.0,314.0,4.0
9716,Built-up  Area,other,1405.0,3.0,169.0,3.0
9717,Plot  Area,other,4800.0,6.0,420.0,4.0
9720,Super built-up  Area,other,500.0,1.0,16.0,1.0
9721,Built-up  Area,other,1600.0,3.0,180.0,3.0
9723,Super built-up  Area,other,648.0,1.0,34.0,1.0
9724,Super built-up  Area,other,1720.0,2.0,126.0,3.0
9727,Built-up  Area,other,1080.0,2.0,64.0,2.0
9728,Super built-up  Area,other,1100.0,2.0,61.0,2.0
9731,Super built-up  Area,other,535.0,1.0,35.0,1.0
9734,Super built-up  Area,other,1465.0,2.0,88.0,3.0
9735,Super built-up  Area,other,1145.0,2.0,63.0,2.0
9736,Built-up  Area,other,3420.0,3.0,410.0,4.0
9737,Super built-up  Area,other,1280.0,2.0,75.0,2.0
9738,Plot  Area,other,680.0,3.0,60.0,2.0
9740,Built-up  Area,other,1738.0,3.0,110.0,3.0
9741,Plot  Area,other,1500.0,3.0,90.0,3.0
9743,Plot  Area,other,1050.0,2.0,110.0,2.0
9744,Super built-up  Area,other,1541.0,2.0,181.0,2.0
9745,Super built-up  Area,other,1275.0,2.0,105.0,2.0
9746,Super built-up  Area,other,2048.0,3.0,206.0,3.0
9750,Plot  Area,other,2320.0,2.0,160.0,3.0
9751,Super built-up  Area,other,1237.0,3.0,78.0,3.0
9755,Plot  Area,other,1200.0,2.0,140.0,4.0
9758,Super built-up  Area,other,1160.0,2.0,75.0,2.0
9764,Super built-up  Area,other,1155.0,2.0,65.0,2.0
9768,Built-up  Area,other,984.0,2.0,125.0,2.0
9769,Super built-up  Area,other,1148.0,2.0,69.0,2.0
9770,Super built-up  Area,other,1719.0,3.0,110.0,3.0
9772,Plot  Area,other,3000.0,4.0,264.0,4.0
9774,Built-up  Area,other,1320.0,2.0,90.0,2.0
9778,Plot  Area,other,1230.0,2.0,68.0,2.0
9780,Plot  Area,other,4560.0,5.0,430.0,4.0
9785,Built-up  Area,other,3000.0,4.0,300.0,5.0
9786,Super built-up  Area,other,1560.0,2.0,125.0,3.0
9788,Built-up  Area,other,1012.0,2.0,59.0,2.0
9789,Plot  Area,other,1245.0,2.0,120.0,2.0
9790,Super built-up  Area,other,1485.0,2.0,110.0,3.0
9793,Carpet  Area,other,1489.0,2.0,101.0,2.0
9794,Super built-up  Area,other,2800.0,4.0,365.0,4.0
9796,Super built-up  Area,other,1600.0,2.0,90.0,3.0
9798,Built-up  Area,other,3000.0,6.0,300.0,6.0
9799,Super built-up  Area,other,1903.0,3.0,165.0,3.0
9801,Super built-up  Area,other,2996.0,4.0,200.0,4.0
9804,Super built-up  Area,other,551.0,1.0,30.0,1.0
9806,Super built-up  Area,other,550.0,1.0,16.0,1.0
9807,Super built-up  Area,other,1780.0,3.0,100.0,3.0
9809,Built-up  Area,other,1310.0,3.0,90.0,3.0
9812,Built-up  Area,other,1603.0,2.0,125.0,3.0
9813,Super built-up  Area,other,2180.0,3.0,285.0,3.0
9814,Plot  Area,other,450.0,1.0,30.0,1.0
9815,Super built-up  Area,other,3000.0,4.0,301.0,4.0
9818,Built-up  Area,other,1275.0,2.0,69.0,2.0
9820,Super built-up  Area,other,1623.0,3.0,155.0,3.0
9822,Built-up  Area,other,900.0,1.0,52.3,1.0
9828,Built-up  Area,other,1200.0,2.0,110.0,2.0
9829,Plot  Area,other,1400.0,2.0,78.0,3.0
9830,Super built-up  Area,other,2648.0,3.0,238.0,3.0
9832,Super built-up  Area,other,1475.0,3.0,80.0,3.0
9833,Super built-up  Area,other,1721.0,3.0,93.0,3.0
9835,Built-up  Area,other,4800.0,4.0,420.0,4.0
9836,Built-up  Area,other,1163.0,2.0,68.0,2.0
9837,Super built-up  Area,other,801.0,1.0,33.645,1.0
9838,Built-up  Area,other,1300.0,2.0,80.0,3.0
9842,Super built-up  Area,other,998.0,2.0,65.0,2.0
9843,Plot  Area,other,3300.0,9.0,450.0,10.0
9844,Built-up  Area,other,1040.0,2.0,78.0,2.0
9847,Built-up  Area,other,1907.0,2.0,200.0,3.0
9848,Super built-up  Area,other,1330.0,2.0,80.0,2.0
9849,Plot  Area,other,4446.0,3.0,410.0,3.0
9850,Plot  Area,other,1320.0,2.0,95.0,3.0
9857,Plot  Area,other,2200.0,2.0,150.0,4.0
9858,Plot  Area,other,1092.0,3.0,95.0,3.0
9864,Built-up  Area,other,1130.0,2.0,75.0,2.0
9866,Super built-up  Area,other,1900.0,3.0,190.0,3.0
9868,Plot  Area,other,1200.0,4.0,110.0,4.0
9869,Super built-up  Area,other,1630.0,3.0,131.0,3.0
9870,Built-up  Area,other,1050.0,2.0,41.0,1.0
9872,Plot  Area,other,3210.0,4.0,380.0,3.0
9873,Super built-up  Area,other,5425.0,13.0,275.0,13.0
9874,Plot  Area,other,1200.0,4.0,135.0,4.0
9877,Built-up  Area,other,4041.0,4.0,345.0,4.0
9878,Super built-up  Area,other,620.0,1.0,25.0,1.0
9879,Built-up  Area,other,1210.0,2.0,75.0,2.0
9882,Plot  Area,other,1200.0,1.0,70.0,2.0
9884,Plot  Area,other,1200.0,3.0,70.0,2.0
9886,Built-up  Area,other,1130.0,2.0,68.0,2.0
9887,Plot  Area,other,857.0,3.0,95.0,3.0
9890,Super built-up  Area,other,2750.0,5.0,275.0,3.0
9891,Built-up  Area,other,800.0,2.0,55.0,2.0
9892,Super built-up  Area,other,1244.0,2.0,95.0,2.0
9893,Plot  Area,other,1500.0,4.0,180.0,3.0
9894,Built-up  Area,other,1200.0,2.0,75.0,2.0
9895,Plot  Area,other,400.0,2.0,50.0,1.0
9897,Super built-up  Area,other,2159.0,3.0,120.0,3.0
9899,Built-up  Area,other,1200.0,1.0,48.0,1.0
9904,Built-up  Area,other,1450.0,2.0,90.0,2.0
9906,Plot  Area,other,10030.0,1.0,150.0,1.0
9908,Super built-up  Area,other,2300.0,3.0,280.0,3.0
9912,Super built-up  Area,other,925.0,2.0,55.0,2.0
9913,Plot  Area,other,3900.0,3.0,250.0,3.0
9914,Plot  Area,other,1400.0,2.0,160.0,2.0
9915,Super built-up  Area,other,1715.0,3.0,95.0,3.0
9916,Super built-up  Area,other,703.0,2.0,60.0,2.0
9919,Plot  Area,other,600.0,1.0,20.0,1.0
9920,Plot  Area,other,4382.0,4.0,400.0,4.0
9921,Super built-up  Area,other,1030.0,2.0,77.25,3.0
9922,Super built-up  Area,other,1254.0,2.0,70.0,3.0
9924,Super built-up  Area,other,1293.0,2.0,80.0,2.0
9927,Plot  Area,other,1000.0,2.0,66.0,2.0
9928,Super built-up  Area,other,1864.0,3.0,115.0,3.0
9929,Plot  Area,other,1200.0,2.0,135.0,2.0
9935,Super built-up  Area,other,1525.0,2.0,91.48,3.0
9936,Super built-up  Area,other,975.0,2.0,60.0,2.0
9939,Plot  Area,other,1500.0,2.0,85.0,1.0
9942,Plot  Area,other,1200.0,4.0,138.0,2.0
9943,Built-up  Area,other,1100.0,2.0,68.0,2.0
9944,Plot  Area,other,4000.0,6.0,460.0,6.0
9946,Super built-up  Area,other,2950.0,4.0,250.0,4.0
9947,Built-up  Area,other,1464.0,2.0,115.0,3.0
9948,Super built-up  Area,other,1385.0,3.0,90.0,3.0
9952,Super built-up  Area,other,1415.0,2.0,120.0,2.0
9957,Plot  Area,other,2400.0,2.0,185.0,3.0
9960,Super built-up  Area,other,1025.0,2.0,65.0,2.0
9961,Built-up  Area,other,1020.0,2.0,70.0,2.0
9962,Super built-up  Area,other,1155.0,2.0,69.0,2.0
9963,Super built-up  Area,other,2030.0,2.0,182.0,3.0
9965,Super built-up  Area,other,2900.0,3.0,325.0,3.0
9969,Built-up  Area,other,1500.0,2.0,145.0,2.0
9973,Built-up  Area,other,2597.0,4.0,189.0,4.0
9977,Super built-up  Area,other,1201.0,2.0,65.0,2.0
9978,Super built-up  Area,other,660.0,1.0,30.0,1.0
9980,Super built-up  Area,other,2735.0,4.0,340.0,3.0
9981,Built-up  Area,other,950.0,2.0,65.0,2.0
9982,Plot  Area,other,980.0,3.0,80.0,3.0
9987,Super built-up  Area,other,1265.0,2.0,68.0,2.0
9990,Super built-up  Area,other,660.0,1.0,35.0,1.0
9992,Super built-up  Area,other,1458.0,2.0,87.0,3.0
9994,Super built-up  Area,other,1178.0,2.0,80.0,2.0
9995,Plot  Area,other,1900.0,3.0,162.0,7.0
9997,Built-up  Area,other,2700.0,4.0,295.0,4.0
10000,Plot  Area,other,1300.0,2.0,95.0,2.0
10001,Built-up  Area,other,936.0,1.0,53.0,1.0
10002,Super built-up  Area,other,1277.0,2.0,92.0,2.0
10004,Plot  Area,other,1600.0,2.0,160.0,2.0
10012,Super built-up  Area,other,1839.0,3.0,160.0,3.0
10015,Super built-up  Area,other,925.0,2.0,100.0,2.0
10016,Super built-up  Area,other,650.0,1.0,50.0,1.0
10018,Super built-up  Area,other,720.0,1.0,32.39,1.0
10021,Super built-up  Area,other,1600.0,3.0,130.0,3.0
10022,Super built-up  Area,other,1296.0,2.0,70.0,2.0
10026,Built-up  Area,other,2200.0,3.0,225.0,4.0
10029,Plot  Area,other,1050.0,6.0,74.0,4.0
10030,Super built-up  Area,other,1100.0,2.0,60.0,2.0
10031,Plot  Area,other,1348.0,2.0,100.0,2.0
10033,Plot  Area,other,1350.0,4.0,175.0,4.0
10040,Super built-up  Area,other,1410.0,3.0,90.0,3.0
10041,Super built-up  Area,other,1460.0,2.0,87.0,3.0
10042,Super built-up  Area,other,1260.0,2.0,85.05,3.0
10043,Super built-up  Area,other,3000.0,3.0,265.0,3.0
10044,Super built-up  Area,other,1200.0,2.0,120.0,3.0
10046,Super built-up  Area,other,1800.0,3.0,150.0,3.0
10050,Super built-up  Area,other,2098.0,3.0,210.0,3.0
10051,Super built-up  Area,other,2400.0,3.0,270.0,3.0
10052,Super built-up  Area,other,1800.0,3.0,192.0,3.0
10054,Super built-up  Area,other,509.0,1.0,20.0,1.0
10058,Plot  Area,other,2350.0,5.0,325.0,5.0
10059,Carpet  Area,other,2050.0,3.0,135.0,3.0
10060,Plot  Area,other,2100.0,1.0,200.0,2.0
10061,Super built-up  Area,other,1276.0,2.0,146.0,2.0
10064,Super built-up  Area,other,1600.0,3.0,100.0,3.0
10065,Built-up  Area,other,2100.0,3.0,280.0,4.0
10068,Super built-up  Area,other,2100.0,3.0,270.0,3.0
10071,Built-up  Area,other,3500.0,4.0,320.0,4.0
10073,Super built-up  Area,other,1540.0,3.0,150.0,3.0
10074,Built-up  Area,other,3200.0,4.0,270.0,4.0
10076,Super built-up  Area,other,1165.0,2.0,65.0,2.0
10079,Super built-up  Area,other,1645.0,3.0,87.0,3.0
10083,Built-up  Area,other,800.0,1.0,95.0,2.0
10084,Plot  Area,other,1650.0,2.0,140.0,4.0
10086,Plot  Area,other,4395.0,3.0,240.0,3.0
10088,Built-up  Area,other,1936.0,3.0,139.0,3.0
10092,Super built-up  Area,other,1200.0,1.0,65.0,1.0
10096,Super built-up  Area,other,1310.0,2.0,88.0,2.0
10098,Built-up  Area,other,2000.0,5.0,240.0,5.0
10099,Built-up  Area,other,4500.0,4.0,345.0,4.0
10100,Built-up  Area,other,3155.0,4.0,316.0,3.0
10102,Super built-up  Area,other,1441.0,2.0,115.0,2.0
10103,Super built-up  Area,other,418.0,1.0,17.0,1.0
10104,Plot  Area,other,1200.0,3.0,80.0,3.0
10105,Plot  Area,other,1500.0,2.0,200.0,3.0
10107,Super built-up  Area,other,610.0,1.0,28.0,1.0
10109,Built-up  Area,other,1864.0,3.0,120.0,3.0
10110,Built-up  Area,other,950.0,2.0,57.0,2.0
10112,Super built-up  Area,other,1100.0,2.0,62.0,2.0
10114,Plot  Area,other,1200.0,4.0,165.0,4.0
10116,Plot  Area,other,1200.0,2.0,90.0,3.0
10118,Super built-up  Area,other,1279.0,2.0,100.0,2.0
10124,Plot  Area,other,3600.0,4.0,300.0,4.0
10125,Super built-up  Area,other,3730.0,6.0,430.0,4.0
10126,Plot  Area,other,1600.0,4.0,120.0,3.0
10127,Plot  Area,other,1120.0,2.0,60.0,2.0
10129,Built-up  Area,other,1308.0,2.0,86.0,2.0
10130,Built-up  Area,other,2170.0,3.0,265.0,4.0
10134,Super built-up  Area,other,1225.0,2.0,71.05,2.0
10136,Plot  Area,other,1200.0,3.0,78.0,2.0
10137,Super built-up  Area,other,2180.0,3.0,273.0,3.0
10142,Super built-up  Area,other,3300.0,8.0,310.0,8.0
10143,Built-up  Area,other,1300.0,2.0,95.0,2.0
10144,Super built-up  Area,other,1350.0,2.0,89.5,2.0
10145,Built-up  Area,other,2312.0,3.0,156.0,3.0
10146,Built-up  Area,other,1175.0,2.0,70.0,2.0
10148,Built-up  Area,other,2150.0,3.0,240.0,3.0
10150,Plot  Area,other,1386.0,3.0,93.0,4.0
10154,Super built-up  Area,other,6652.0,6.0,510.0,4.0
10156,Plot  Area,other,2500.0,2.0,300.0,3.0
10157,Super built-up  Area,other,1500.0,2.0,120.0,3.0
10160,Built-up  Area,other,1200.0,1.0,39.82,1.0
10161,Built-up  Area,other,3520.0,6.0,460.0,5.0
10164,Built-up  Area,other,1200.0,3.0,68.0,3.0
10166,Super built-up  Area,other,3800.0,6.0,390.0,6.0
10167,Plot  Area,other,410.0,1.0,48.0,1.0
10168,Super built-up  Area,other,1717.0,3.0,200.0,3.0
10169,Plot  Area,other,880.0,1.0,90.0,2.0
10171,Super built-up  Area,other,1293.0,2.0,80.0,2.0
10172,Built-up  Area,other,1280.0,2.0,68.48,2.0
10173,Plot  Area,other,1065.0,3.0,72.0,3.0
10175,Built-up  Area,other,1250.0,2.0,77.13,3.0
10177,Carpet  Area,other,2100.0,3.0,210.0,4.0
10180,Plot  Area,other,7000.0,6.0,560.0,6.0
10182,Built-up  Area,other,1220.0,2.0,72.0,2.0
10186,Built-up  Area,other,1100.0,2.0,75.0,2.0
10187,Plot  Area,other,1350.0,2.0,90.0,2.0
10188,Plot  Area,other,4800.0,5.0,350.0,4.0
10190,Plot  Area,other,1200.0,3.0,110.0,3.0
10191,Super built-up  Area,other,705.0,1.0,65.0,1.0
10193,Built-up  Area,other,1250.0,2.0,75.0,2.0
10197,Super built-up  Area,other,648.0,1.0,40.0,1.0
10199,Plot  Area,other,1200.0,5.0,150.0,4.0
10200,Plot  Area,other,1125.0,3.0,126.0,4.0
10202,Super built-up  Area,other,500.0,1.0,13.0,1.0
10203,Plot  Area,other,2400.0,4.0,325.0,5.0
10205,Super built-up  Area,other,1180.0,2.0,65.0,2.0
10209,Super built-up  Area,other,975.0,2.0,55.0,2.0
10212,Built-up  Area,other,1115.0,2.0,115.0,2.0
10219,Super built-up  Area,other,1495.0,3.0,90.0,3.0
10223,Built-up  Area,other,1000.0,2.0,60.0,2.0
10226,Built-up  Area,other,660.0,2.0,76.0,2.0
10228,Built-up  Area,other,1275.0,2.0,76.0,2.0
10230,Built-up  Area,other,793.0,1.0,40.0,1.0
10233,Super built-up  Area,other,1630.0,2.0,130.0,3.0
10236,Super built-up  Area,other,3000.0,3.0,400.0,3.0
10237,Plot  Area,other,1356.0,5.0,139.0,5.0
10238,Plot  Area,other,1200.0,2.0,82.0,2.0
10239,Super built-up  Area,other,1419.0,3.0,85.0,3.0
10241,Built-up  Area,other,2020.0,3.0,270.0,3.0
10242,Built-up  Area,other,850.0,1.0,50.0,1.0
10243,Built-up  Area,other,933.0,2.0,55.0,2.0
10247,Super built-up  Area,other,823.0,2.0,80.0,2.0
10249,Plot  Area,other,1750.0,3.0,120.0,3.0
10253,Super built-up  Area,other,2150.0,3.0,170.0,3.0
10254,Super built-up  Area,other,2200.0,2.0,190.0,3.0
10255,Super built-up  Area,other,1368.0,2.0,87.0,2.0
10256,Built-up  Area,other,1507.0,3.0,80.0,3.0
10258,Plot  Area,other,1200.0,3.0,70.0,3.0
10259,Super built-up  Area,other,1175.0,2.0,83.0,2.0
10260,Super built-up  Area,other,6729.0,4.0,900.0,3.0
10262,Built-up  Area,other,800.0,2.0,60.0,3.0
10263,Built-up  Area,other,1400.0,3.0,98.0,3.0
10269,Super built-up  Area,other,2240.0,3.0,300.0,3.0
10272,Plot  Area,other,1520.0,3.0,165.0,3.0
10275,Super built-up  Area,other,2360.0,3.0,185.0,4.0
10279,Super built-up  Area,other,600.0,4.0,70.0,2.0
10280,Plot  Area,other,800.0,1.0,45.0,2.0
10281,Plot  Area,other,1200.0,4.0,120.0,4.0
10282,Plot  Area,other,1892.0,3.0,200.0,3.0
10284,Super built-up  Area,other,1050.0,2.0,65.0,2.0
10286,Super built-up  Area,other,1625.0,3.0,92.0,3.0
10289,Super built-up  Area,other,1269.0,2.0,97.0,2.0
10292,Super built-up  Area,other,1353.0,2.0,110.0,3.0
10293,Plot  Area,other,1200.0,2.0,68.0,2.0
10294,Super built-up  Area,other,1250.0,2.0,70.0,3.0
10297,Super built-up  Area,other,1600.0,3.0,100.0,3.0
10298,Plot  Area,other,540.0,1.0,22.0,1.0
10301,Super built-up  Area,other,1013.0,2.0,60.0,2.0
10302,Super built-up  Area,other,2100.0,3.0,220.0,3.0
10305,Super built-up  Area,other,1625.0,3.0,95.0,3.0
10307,Plot  Area,other,1600.0,5.0,140.0,5.0
10309,Super built-up  Area,other,930.0,1.0,55.0,2.0
10313,Built-up  Area,other,2400.0,3.0,185.0,4.0
10315,Built-up  Area,other,1427.0,2.0,85.0,3.0
10316,Super built-up  Area,other,2031.0,2.0,200.0,2.0
10317,Plot  Area,other,2000.0,3.0,180.0,4.0
10319,Super built-up  Area,other,700.0,1.0,25.5,1.0
10320,Plot  Area,other,1200.0,3.0,120.0,3.0
10321,Super built-up  Area,other,1200.0,2.0,115.0,2.0
10323,Plot  Area,other,1650.0,6.0,200.0,5.0
10324,Super built-up  Area,other,2000.0,3.0,200.0,3.0
10325,Super built-up  Area,other,1150.0,2.0,90.0,2.0
10326,Super built-up  Area,other,595.0,1.0,40.0,1.0
10328,Plot  Area,other,5480.0,4.0,400.0,3.0
10330,Plot  Area,other,5656.0,5.0,499.0,3.0
10335,Plot  Area,other,3700.0,4.0,400.0,4.0
10336,Carpet  Area,other,1625.0,3.0,150.0,3.0
10339,Super built-up  Area,other,1515.0,3.0,80.5,3.0
10343,Super built-up  Area,other,2505.0,3.0,165.0,3.0
10346,Super built-up  Area,other,1650.0,3.0,135.0,3.0
10347,Super built-up  Area,other,925.0,2.0,68.0,2.0
10349,Plot  Area,other,875.0,3.0,115.0,3.0
10350,Built-up  Area,other,1750.0,3.0,100.0,3.0
10351,Super built-up  Area,other,747.0,1.0,27.0,1.0
10353,Super built-up  Area,other,1738.0,3.0,110.0,3.0
10356,Super built-up  Area,other,1720.0,3.0,95.0,3.0
10357,Super built-up  Area,other,500.0,1.0,51.0,1.0
10360,Plot  Area,other,760.0,4.0,95.0,3.0
10362,Super built-up  Area,other,1290.0,2.0,71.95,2.0
10363,Built-up  Area,other,1650.0,3.0,140.0,3.0
10367,Super built-up  Area,other,2559.0,1.0,55.0,1.0
10368,Super built-up  Area,other,720.0,1.0,28.0,1.0
10369,Built-up  Area,other,1100.0,2.0,90.0,2.0
10373,Super built-up  Area,other,600.0,1.0,22.8,1.0
10374,Super built-up  Area,other,540.0,1.0,24.0,1.0
10381,Plot  Area,other,1200.0,4.0,85.0,4.0
10384,Super built-up  Area,other,2400.0,3.0,185.0,3.0
10385,Plot  Area,other,1875.0,5.0,192.0,7.0
10386,Super built-up  Area,other,1432.0,3.0,79.0,3.0
10387,Super built-up  Area,other,1500.0,3.0,90.0,3.0
10388,Super built-up  Area,other,3500.0,3.0,425.0,4.0
10389,Built-up  Area,other,3100.0,5.0,425.0,4.0
10392,Plot  Area,other,1200.0,4.0,110.0,4.0
10393,Plot  Area,other,600.0,1.0,24.0,1.0
10394,Super built-up  Area,other,1770.0,3.0,99.0,3.0
10395,Super built-up  Area,other,1800.0,3.0,130.0,3.0
10397,Super built-up  Area,other,1570.0,2.0,95.0,3.0
10398,Super built-up  Area,other,2250.0,3.0,180.0,3.0
10399,Built-up  Area,other,1270.0,2.0,172.0,2.0
10402,Built-up  Area,other,3210.0,2.0,353.0,5.0
10410,Super built-up  Area,other,1950.0,3.0,132.0,3.0
10411,Plot  Area,other,1200.0,2.0,130.0,3.0
10413,Super built-up  Area,other,1600.0,3.0,102.0,3.0
